,Brand,Model,Year,Fuel,KM driven,Price
4426,Maruti,Vitara,2016,Diesel,"73,701 km","₹6,47,899"
4427,Maruti,Swift,2018,Diesel,"11,958 km","₹5,99,999"
4428,Maruti,Alto,2016,Petrol,"6,958 km","₹3,67,999"
4429,Volkswagen,Polo,2021,Petrol,"6,343 km","₹8,92,099"
4430,Maruti,Alto,2021,Petrol,538 km,"₹3,97,399"
4431,Maruti,Celerio,2016,Petrol,"49,794 km","₹3,50,099"
4432,Toyota,Innova,2015,Diesel,"1,12,115 km","₹7,65,099"
4433,Hyundai,NEW,2019,Petrol,"11,208 km","₹4,04,799"
4434,Maruti,Wagon,2014,Petrol,"25,501 km","₹3,04,399"
4435,Hyundai,Elite,2019,Petrol,"35,462 km","₹6,53,399"
4436,Maruti,Swift,2018,Petrol,"25,690 km","₹5,58,199"
4437,Hyundai,Grand,2014,Diesel,"1,24,320 km","₹3,35,599"
4438,Hyundai,Eon,2016,Petrol,"28,292 km","₹2,98,599"
4439,Hyundai,Grand,2019,Petrol,"23,354 km","₹5,02,899"
4440,Maruti,Alto,2020,Petrol,"5,994 km","₹3,70,899"
4441,Maruti,Wagon,2016,Petrol,"27,300 km","₹3,77,399"
4442,Ford,FREESTYLE,2018,Diesel,"75,456 km","₹5,21,599"
4443,Maruti,Swift,2015,Diesel,"60,507 km","₹4,31,599"
4444,Maruti,Swift,2015,Petrol,"62,428 km","₹4,17,599"
4445,Hyundai,VENUE,2020,Petrol,"3,423 km","₹7,73,399"
4446,Hyundai,Creta,2015,Diesel,"1,50,321 km","₹7,52,399"
4447,Toyota,Fortuner,2012,Diesel,"1,84,782 km","₹11,56,999"
4448,Maruti,Alto,2017,Petrol,"16,782 km","₹2,81,199"
4449,Hyundai,Elite,2016,Diesel,"1,11,938 km","₹5,00,999"
4450,Honda,City,2019,Petrol,"62,998 km","₹8,77,599"
4451,MG,HECTOR,2019,Diesel,"9,966 km","₹17,86,399"
4452,Maruti,S,2019,Petrol,"9,842 km","₹4,11,599"
4453,Maruti,Alto,2019,Petrol,"61,829 km","₹2,98,499"
4454,Hyundai,Creta,2016,Diesel,"72,057 km","₹7,63,299"
4455,Datsun,Redi,2018,Petrol,"10,212 km","₹2,98,999"
4456,Maruti,Ciaz,2017,Diesel,"85,440 km","₹5,80,299"
4457,Maruti,Wagon,2014,Petrol,"17,433 km","₹3,25,999"
4458,Maruti,Dzire,2017,Diesel,"60,463 km","₹6,36,399"
4459,Hyundai,Creta,2016,Diesel,"94,709 km","₹7,76,099"
4460,Maruti,Swift,2015,Diesel,"86,607 km","₹4,55,599"
4461,Ford,Ecosport,2016,Diesel,"99,250 km","₹5,35,199"
4462,Hyundai,Elite,2014,Petrol,"63,572 km","₹5,08,699"
4463,Maruti,XL6,2020,Petrol,"27,295 km","₹10,24,699"
4464,Maruti,Ertiga,2017,Diesel,"47,668 km","₹7,32,699"
4465,Maruti,Ertiga,2019,Petrol,"14,913 km","₹9,16,799"
4466,Maruti,Dzire,2018,Diesel,"1,43,414 km","₹5,63,899"
4467,Maruti,Baleno,2017,Petrol,"18,346 km","₹5,61,299"
4468,Hyundai,Creta,2017,Diesel,"34,914 km","₹9,43,699"
4469,Renault,Kwid,2019,Petrol,"21,560 km","₹3,51,899"
4470,Maruti,Eeco,2019,Petrol,"46,092 km","₹4,35,499"
4471,Maruti,Baleno,2019,Petrol,"13,973 km","₹6,22,299"
4472,MG,HECTOR,2020,Petrol,"3,479 km","₹17,40,399"
4473,Hyundai,GRAND,2019,Petrol,"25,597 km","₹6,33,399"
4474,Maruti,Baleno,2019,Petrol,"69,420 km","₹5,99,599"
4475,Maruti,Alto,2017,Petrol + CNG,"70,145 km","₹2,83,099"
4476,Maruti,Alto,2020,Petrol,"19,824 km","₹3,61,599"
4477,Maruti,Alto,2018,Petrol,"30,143 km","₹3,01,799"
4478,Maruti,Swift,2018,Diesel,"80,779 km","₹4,96,199"
4479,Maruti,Swift,2016,Petrol,"30,358 km","₹4,56,499"
4480,Maruti,Dzire,2018,Petrol,"47,506 km","₹5,90,899"
4481,Maruti,Eeco,2019,Petrol,"9,230 km","₹4,66,399"
4482,Maruti,Vitara,2017,Diesel,"62,920 km","₹6,82,299"
4483,Maruti,Vitara,2020,Diesel,"24,398 km","₹8,37,899"
4484,Hyundai,Grand,2017,Petrol,"19,892 km","₹4,76,699"
4485,Hyundai,Creta,2016,Petrol,"36,658 km","₹7,06,099"
4486,Ford,Figo,2017,Diesel,"55,089 km","₹4,56,499"
4487,Hyundai,Xcent,2015,Petrol,"42,001 km","₹4,42,599"
4488,Honda,WR-V,2018,Diesel,"38,346 km","₹6,82,799"
4489,Maruti,Alto,2019,Petrol,"3,629 km","₹2,90,199"
4490,Maruti,Ciaz,2016,Diesel,"86,056 km","₹5,00,099"
4491,Hyundai,Creta,2019,Petrol,"5,616 km","₹10,19,899"
4492,Maruti,Swift,2013,Diesel,"73,436 km","₹3,60,699"
4493,Hyundai,Elite,2016,Petrol,"18,948 km","₹5,75,999"
4494,Maruti,Swift,2014,Diesel,"77,035 km","₹3,97,299"
4495,Hyundai,VENUE,2020,Petrol,"1,420 km","₹7,63,899"
4496,Datsun,Redi,2018,Petrol,"8,368 km","₹3,15,699"
4497,Maruti,Baleno,2017,Petrol,"42,489 km","₹4,87,799"
4498,Hyundai,VENUE,2020,Petrol,"4,689 km","₹7,75,399"
4499,Hyundai,VENUE,2021,Petrol,"5,656 km","₹7,86,899"
4500,Ford,Ecosport,2016,Diesel,"94,403 km","₹5,46,899"
4501,Maruti,S,2016,Diesel,"79,672 km","₹5,34,399"
4502,Hyundai,Elite,2018,Petrol,"26,107 km","₹5,58,499"
4503,Hyundai,Creta,2016,Diesel,"1,39,199 km","₹7,29,999"
4504,Maruti,Baleno,2020,Petrol,230 km,"₹5,87,899"
4505,Maruti,Dzire,2017,Diesel,"40,422 km","₹6,65,799"
4506,Hyundai,VENUE,2020,Petrol,"1,343 km","₹8,78,299"
4507,KIA,SELTOS,2019,Petrol,"12,143 km","₹16,44,599"
4508,Renault,Kwid,2016,Petrol,"29,463 km","₹3,45,399"
4509,Renault,Kwid,2019,Petrol,"25,442 km","₹3,38,799"
4510,Volkswagen,Vento,2020,Petrol,"17,464 km","₹8,89,399"
4511,Hyundai,Elite,2017,Diesel,"50,932 km","₹5,88,499"
4512,Maruti,Swift,2018,Petrol,"20,490 km","₹5,34,799"
4513,Mahindra,MARAZZO,2020,Diesel,"25,613 km","₹10,61,299"
4514,Tata,Tiago,2019,Petrol,"35,438 km","₹4,46,299"
4515,Ford,Ecosport,2017,Diesel,"71,900 km","₹5,97,199"
4516,Hyundai,Elite,2018,Petrol,"35,297 km","₹5,99,399"
4517,Hyundai,VENUE,2020,Petrol,"5,231 km","₹8,45,499"
4518,Audi,A3,2018,Diesel,"39,254 km","₹20,97,099"
4519,Hyundai,Creta,2020,Diesel,"26,284 km","₹12,53,899"
4520,Renault,Kwid,2018,Petrol,"25,553 km","₹3,41,699"
4521,Maruti,S,2018,Diesel,"22,662 km","₹7,63,699"
4522,Maruti,Baleno,2017,Diesel,"73,016 km","₹5,20,499"
4523,Hyundai,Eon,2014,Petrol,"49,583 km","₹2,45,599"
4524,Maruti,Baleno,2018,Diesel,"68,152 km","₹5,03,899"
4525,Maruti,Baleno,2017,Diesel,"83,204 km","₹5,05,799"
4526,Maruti,Swift,2019,Petrol,"63,292 km","₹5,29,399"
4527,Hyundai,Creta,2018,Petrol,"27,656 km","₹12,46,599"
4528,Maruti,Swift,2015,Diesel,"1,83,063 km","₹3,83,899"
4529,Hyundai,Creta,2016,Diesel,"1,32,350 km","₹7,85,299"
4530,Skoda,KAROQ,2020,Petrol,"25,617 km","₹19,16,399"
4531,Hyundai,GRAND,2020,Petrol,"3,839 km","₹7,09,099"
4532,Hyundai,Eon,2017,Petrol,"51,139 km","₹3,14,399"
4533,Hyundai,Verna,2018,Diesel,"57,533 km","₹10,24,599"
4534,Maruti,Ciaz,2018,Petrol,"83,093 km","₹6,95,299"
4535,Hyundai,GRAND,2019,Petrol,"16,336 km","₹6,09,899"
4536,Maruti,S,2018,Diesel,"32,162 km","₹8,43,399"
4537,Maruti,Baleno,2020,Petrol,200 km,"₹6,97,199"
4538,Maruti,Baleno,2020,Petrol,213 km,"₹6,97,099"
4539,Maruti,Baleno,2020,Petrol,223 km,"₹6,96,899"
4540,Hyundai,Elite,2017,Diesel,"96,475 km","₹6,00,399"
4541,Maruti,Dzire,2019,Petrol,"15,123 km","₹6,71,899"
4542,Hyundai,Creta,2017,Diesel,"89,732 km","₹8,67,799"
4543,Hyundai,Creta,2018,Diesel,"2,41,497 km","₹7,75,999"
4544,Ford,Ecosport,2017,Diesel,"54,613 km","₹6,23,799"
4545,Maruti,Baleno,2018,Petrol,"77,498 km","₹4,99,799"
4546,Hyundai,Creta,2017,Diesel,"1,23,087 km","₹7,82,999"
4547,Hyundai,Elite,2017,Diesel,"76,218 km","₹7,33,799"
4548,Maruti,S,2020,Petrol,"11,529 km","₹3,98,599"
4549,Maruti,Baleno,2020,Petrol,179 km,"₹7,05,999"
4550,Maruti,Baleno,2020,Petrol,184 km,"₹7,06,999"
4551,Maruti,Baleno,2020,Petrol,188 km,"₹7,08,099"
4552,Maruti,XL6,2019,Petrol,"48,327 km","₹9,01,099"
4553,Maruti,Baleno,2020,Petrol,216 km,"₹7,05,499"
4554,Maruti,Baleno,2020,Petrol,208 km,"₹7,04,599"
4555,Hyundai,i10,2015,Petrol,"1,28,377 km","₹3,56,799"
4556,Jeep,Compass,2019,Diesel,"60,802 km","₹14,18,499"
4557,Maruti,Baleno,2020,Petrol,161 km,"₹7,11,599"
4558,Maruti,Baleno,2020,Petrol,225 km,"₹7,12,399"
4559,Maruti,Baleno,2020,Petrol,169 km,"₹7,12,399"
4560,Maruti,Baleno,2019,Petrol,"11,316 km","₹6,28,199"
4561,Maruti,Swift,2012,Diesel,"1,82,731 km","₹3,09,499"
4562,Maruti,Vitara,2016,Diesel,"74,203 km","₹7,39,199"
4563,Hyundai,Eon,2017,Petrol,"46,703 km","₹3,21,399"
4564,Maruti,Alto,2017,Petrol,"82,228 km","₹2,63,999"
4565,Maruti,Baleno,2020,Petrol,200 km,"₹7,24,899"
4566,Hyundai,Elite,2017,Diesel,"96,155 km","₹5,71,399"
4567,Maruti,Baleno,2020,Petrol,154 km,"₹7,20,199"
4568,Maruti,Baleno,2020,Petrol,188 km,"₹7,20,799"
4569,Maruti,Baleno,2020,Petrol,146 km,"₹7,19,299"
4570,Maruti,Baleno,2017,Diesel,"71,863 km","₹4,81,999"
4571,Maruti,Vitara,2017,Diesel,"79,803 km","₹6,09,799"
4572,Maruti,Baleno,2020,Petrol,"11,847 km","₹6,36,699"
4573,Maruti,Vitara,2017,Diesel,"79,483 km","₹6,07,399"
4574,Ford,Ecosport,2017,Diesel,"63,121 km","₹6,21,999"
4575,Maruti,S,2017,Diesel,"1,12,490 km","₹6,10,899"
4576,Maruti,Vitara,2017,Diesel,"58,743 km","₹6,71,099"
4577,Mahindra,TUV300,2018,Diesel,"1,18,642 km","₹6,92,099"
4578,Maruti,Baleno,2020,Petrol,"3,905 km","₹6,80,499"
4579,Maruti,Baleno,2020,Petrol,"4,560 km","₹6,39,099"
4580,Ford,Ecosport,2018,Diesel,"34,592 km","₹7,65,299"
4581,Maruti,Baleno,2020,Petrol,"6,109 km","₹6,62,599"
4582,Maruti,Swift,2019,Diesel,"26,746 km","₹6,33,499"
4583,Hyundai,Creta,2018,Diesel,"71,100 km","₹10,30,599"
4584,Maruti,Ertiga,2017,Diesel,"84,213 km","₹7,07,399"
4585,Maruti,Baleno,2020,Petrol,"6,138 km","₹6,77,399"
4586,Hyundai,i10,2014,Petrol,"41,279 km","₹3,45,499"
4587,Maruti,Baleno,2020,Petrol,"20,259 km","₹6,56,899"
4588,Maruti,Baleno,2019,Petrol,"28,399 km","₹6,13,099"
4589,Maruti,Vitara,2017,Diesel,"18,237 km","₹7,17,999"
4590,Ford,Ecosport,2018,Diesel,"58,632 km","₹7,66,099"
4591,Ford,Ecosport,2020,Petrol,"12,718 km","₹9,88,899"
4592,Maruti,Baleno,2019,Petrol,"24,142 km","₹6,12,599"
4593,Maruti,Vitara,2018,Diesel,"71,597 km","₹7,09,999"
4594,Maruti,S,2020,Petrol,"23,068 km","₹3,98,599"
4595,Honda,City,2018,Petrol,"94,837 km","₹9,25,499"
4596,Maruti,Swift,2015,Diesel,"94,015 km","₹4,27,099"
4597,Maruti,Swift,2017,Diesel,"1,20,109 km","₹4,60,399"
4598,Maruti,Alto,2017,Petrol,"73,700 km","₹2,72,999"
4599,Maruti,Vitara,2018,Diesel,"72,378 km","₹7,02,299"
4600,Maruti,Alto,2019,Petrol,"29,272 km","₹3,46,199"
4601,Maruti,Vitara,2019,Diesel,"50,075 km","₹7,51,799"
4602,Maruti,Alto,2017,Petrol,"55,739 km","₹2,88,399"
4603,Ford,Ecosport,2018,Diesel,"95,720 km","₹7,28,599"
4604,Maruti,Vitara,2017,Diesel,"61,984 km","₹7,44,399"
4605,Maruti,Alto,2017,Petrol,"28,159 km","₹2,81,099"
4606,Maruti,Alto,2017,Petrol,"79,235 km","₹2,77,899"
4607,Maruti,IGNIS,2017,Petrol,"17,847 km","₹4,32,899"
4608,Maruti,Celerio,2018,Petrol,"27,756 km","₹4,35,799"
4609,Hyundai,Grand,2017,Petrol,"20,773 km","₹4,84,699"
4610,Honda,Brio,2014,Petrol,"86,695 km","₹3,31,299"
4611,Maruti,Celerio,2019,Petrol,"19,578 km","₹4,54,699"
4612,Hyundai,Grand,2017,Petrol,"9,155 km","₹5,22,399"
4613,Maruti,Celerio,2020,Petrol,"5,798 km","₹5,26,999"
4614,Hyundai,Grand,2019,Petrol,"27,957 km","₹5,47,799"
4615,Maruti,Alto,2020,Petrol,"11,454 km","₹3,30,799"
4616,Hyundai,Grand,2019,Petrol,"5,836 km","₹5,44,399"
4617,Maruti,Alto,2019,Petrol,"14,811 km","₹2,82,999"
4618,Maruti,Baleno,2018,Petrol + CNG,"1,32,012 km","₹5,59,199"
4619,Hyundai,Grand,2019,Petrol,"17,468 km","₹5,90,099"
4620,Maruti,Alto,2019,Petrol,"39,795 km","₹3,31,599"
4621,Maruti,IGNIS,2020,Petrol,"38,762 km","₹5,22,399"
4622,Maruti,Alto,2017,Petrol,"70,593 km","₹3,24,899"
4623,Ford,Ecosport,2018,Diesel,"1,31,657 km","₹7,47,999"
4624,Maruti,Alto,2020,Petrol,"22,458 km","₹3,39,399"
4625,Maruti,Baleno,2019,Petrol,"69,553 km","₹6,18,499"
4626,Maruti,Swift,2016,Diesel,"1,04,024 km","₹4,91,799"
4627,Hyundai,Grand,2018,Petrol,"55,825 km","₹4,81,699"
4628,Hyundai,Grand,2020,Petrol,"21,423 km","₹5,50,199"
4629,Maruti,Eeco,2019,Petrol,"4,606 km","₹4,68,599"
4630,Maruti,Alto,2020,Petrol,"7,214 km","₹3,44,799"
4631,Maruti,Eeco,2018,Petrol,"58,763 km","₹4,05,599"
4632,Maruti,Alto,2018,Petrol,"1,42,263 km","₹2,96,099"
4633,Maruti,Alto,2020,Petrol,"5,573 km","₹3,73,599"
4634,Maruti,Alto,2017,Petrol,"12,654 km","₹3,11,299"
4635,Maruti,Eeco,2019,Petrol,"13,464 km","₹4,81,299"
4636,Maruti,Eeco,2020,Petrol,"16,036 km","₹4,66,599"
4637,Maruti,Eeco,2019,Petrol,"11,882 km","₹4,81,699"
4638,Maruti,Alto,2020,Petrol,"11,061 km","₹3,78,499"
4639,Maruti,Eeco,2019,Petrol,"12,258 km","₹4,63,699"
4640,Maruti,Vitara,2018,Diesel,"1,04,921 km","₹7,47,799"
4641,Maruti,Alto,2020,Petrol,"12,571 km","₹3,82,199"
4642,Maruti,Eeco,2019,Petrol,"26,880 km","₹4,56,599"
4643,Maruti,Alto,2019,Petrol,"8,500 km","₹3,36,699"
4644,Maruti,Alto,2020,Petrol,"6,371 km","₹4,01,899"
4645,Hyundai,Grand,2017,Petrol,"1,00,687 km","₹5,27,799"
4646,Maruti,Alto,2018,Petrol,"9,064 km","₹3,19,199"
4647,Maruti,Alto,2021,Petrol,"11,698 km","₹3,68,299"
4648,Maruti,Eeco,2019,Petrol,"80,770 km","₹4,54,499"
4649,Maruti,Alto,2018,Petrol,"97,290 km","₹3,32,699"
4650,Ford,Figo,2017,Diesel,"95,535 km","₹4,05,299"
4651,Renault,Kwid,2017,Petrol,"34,513 km","₹3,18,199"
4652,Maruti,Swift,2015,Diesel,"95,978 km","₹3,94,899"
4653,Maruti,Dzire,2017,Diesel,"64,299 km","₹5,50,799"
4654,Hyundai,Santro,2013,Petrol,"29,899 km","₹2,92,899"
4655,Maruti,Vitara,2016,Diesel,"1,11,377 km","₹6,89,999"
4656,Hyundai,Xcent,2016,Petrol + CNG,"1,08,002 km","₹4,61,099"
4657,Renault,TRIBER,2019,Petrol,"12,226 km","₹5,61,099"
4658,Maruti,Swift,2018,Diesel,"46,113 km","₹5,27,399"
4659,Renault,Kwid,2019,Petrol,"1,739 km","₹3,90,999"
4660,Honda,City,2018,Petrol,"18,032 km","₹10,72,699"
4661,Renault,Kwid,2018,Petrol,"10,847 km","₹3,40,499"
4662,Maruti,Alto,2017,Petrol,"18,379 km","₹3,04,699"
4663,Maruti,Ertiga,2018,Diesel,"21,213 km","₹7,83,299"
4664,Maruti,Baleno,2017,Petrol,"41,383 km","₹5,12,399"
4665,Maruti,Baleno,2018,Petrol,"21,119 km","₹5,70,299"
4666,Maruti,Baleno,2018,Petrol,"50,896 km","₹5,13,699"
4667,Maruti,Baleno,2020,Petrol,137 km,"₹5,59,299"
4668,Maruti,Baleno,2020,Petrol,"3,384 km","₹7,00,799"
4669,Ford,Ecosport,2019,Diesel,"26,463 km","₹8,62,899"
4670,Maruti,Vitara,2019,Diesel,"15,598 km","₹8,08,499"
4671,Ford,Ecosport,2020,Diesel,"8,979 km","₹9,75,699"
4672,Hyundai,Elite,2018,Diesel,"81,282 km","₹6,30,999"
4673,Maruti,Swift,2019,Petrol,"90,461 km","₹5,48,699"
4674,Hyundai,Grand,2017,Petrol,"18,026 km","₹5,06,199"
4675,Hyundai,Grand,2017,Petrol,"9,940 km","₹5,19,099"
4676,Hyundai,Grand,2015,Petrol,"1,00,207 km","₹4,14,499"
4677,Maruti,S,2019,Petrol,"5,696 km","₹4,11,299"
4678,Maruti,Alto,2020,Petrol,"10,732 km","₹3,79,799"
4679,Maruti,Wagon,2018,Petrol,"13,779 km","₹4,13,399"
4680,Maruti,Swift,2018,Petrol,"80,785 km","₹5,04,999"
4681,Mahindra,XUV,2019,Diesel,"21,571 km","₹7,05,199"
4682,Jeep,Compass,2018,Diesel,"57,010 km","₹12,46,099"
4683,Ford,Figo,2018,Petrol,"46,791 km","₹4,82,399"
4684,Maruti,Dzire,2020,Petrol,"25,940 km","₹6,78,599"
4685,Maruti,S,2018,Diesel,"42,122 km","₹7,88,199"
4686,Maruti,S,2018,Diesel,"52,120 km","₹7,25,299"
4687,Maruti,Baleno,2018,Diesel,"27,200 km","₹6,04,099"
4688,Maruti,Celerio,2019,Petrol,"15,733 km","₹4,47,099"
4689,Maruti,Alto,2019,Petrol,"12,016 km","₹2,83,999"
4690,Maruti,S,2020,Petrol,"15,160 km","₹3,85,799"
4691,Maruti,Alto,2019,Petrol,"34,959 km","₹2,72,999"
4692,Ford,Ecosport,2021,Diesel,"6,636 km","₹10,19,399"
4693,Honda,Brio,2014,Petrol,"43,683 km","₹3,04,499"
4694,Honda,Brio,2015,Petrol,"75,168 km","₹3,71,799"
4695,Maruti,Alto,2020,Petrol,"10,185 km","₹3,74,199"
4696,Ford,Ecosport,2019,Petrol,"11,869 km","₹7,49,499"
4697,Hyundai,Elite,2016,Diesel,"43,878 km","₹5,35,399"
4698,Ford,New,2018,Diesel,"32,344 km","₹4,54,699"
4699,Maruti,Swift,2020,Petrol,"6,789 km","₹4,85,699"
4700,Maruti,Swift,2019,Diesel,"11,312 km","₹6,34,999"
4701,Maruti,Ertiga,2018,Diesel,"43,905 km","₹7,39,799"
4702,Maruti,Alto,2017,Petrol + CNG,"1,20,767 km","₹2,79,799"
4703,Honda,Civic,2019,Petrol,"24,716 km","₹13,84,399"
4704,Maruti,Ertiga,2018,Diesel,"41,543 km","₹7,40,799"
4705,Maruti,Eeco,2019,Petrol,"21,982 km","₹4,41,499"
4706,Maruti,Alto,2018,Petrol,"20,259 km","₹3,30,799"
4707,Maruti,Alto,2020,Petrol,"4,179 km","₹3,30,799"
4708,Maruti,Alto,2020,Petrol,"38,222 km","₹3,61,899"
4709,Maruti,Alto,2018,Petrol,"24,853 km","₹2,96,799"
4710,Maruti,Alto,2018,Petrol,"50,463 km","₹3,32,599"
4711,Maruti,Celerio,2018,Petrol,"41,352 km","₹4,40,199"
4712,Maruti,Ciaz,2016,Diesel,"86,056 km","₹5,00,099"
4713,Hyundai,Creta,2019,Petrol,"5,616 km","₹10,19,899"
4714,Maruti,Swift,2013,Diesel,"73,436 km","₹3,60,699"
4715,Hyundai,Elite,2016,Petrol,"18,948 km","₹5,75,999"
4716,Maruti,Swift,2014,Diesel,"77,035 km","₹3,97,299"
4717,Hyundai,VENUE,2020,Petrol,"1,420 km","₹7,63,899"
4718,Datsun,Redi,2018,Petrol,"8,368 km","₹3,15,699"
4719,Maruti,Baleno,2017,Petrol,"42,489 km","₹4,87,799"
4720,Hyundai,VENUE,2020,Petrol,"4,689 km","₹7,75,399"
4721,Hyundai,VENUE,2021,Petrol,"5,656 km","₹7,86,899"
4722,Ford,Ecosport,2016,Diesel,"94,403 km","₹5,46,899"
4723,Maruti,S,2016,Diesel,"79,672 km","₹5,34,399"
4724,Hyundai,Elite,2018,Petrol,"26,107 km","₹5,58,499"
4725,Hyundai,Creta,2016,Diesel,"1,39,199 km","₹7,29,999"
4726,Maruti,Baleno,2020,Petrol,230 km,"₹5,87,899"
4727,Maruti,Dzire,2017,Diesel,"40,422 km","₹6,65,799"
4728,Hyundai,VENUE,2020,Petrol,"1,343 km","₹8,78,299"
4729,KIA,SELTOS,2019,Petrol,"12,143 km","₹16,44,599"
4730,Renault,Kwid,2016,Petrol,"29,463 km","₹3,45,399"
4731,Renault,Kwid,2019,Petrol,"25,442 km","₹3,38,799"
4732,Volkswagen,Vento,2020,Petrol,"17,464 km","₹8,89,399"
4733,Hyundai,Elite,2017,Diesel,"50,932 km","₹5,88,499"
4734,Maruti,Swift,2018,Petrol,"20,490 km","₹5,34,799"
4735,Mahindra,MARAZZO,2020,Diesel,"25,613 km","₹10,61,299"
4736,Tata,Tiago,2019,Petrol,"35,438 km","₹4,46,299"
4737,Ford,Ecosport,2017,Diesel,"71,900 km","₹5,97,199"
4738,Hyundai,Elite,2018,Petrol,"35,297 km","₹5,99,399"
4739,Hyundai,VENUE,2020,Petrol,"5,231 km","₹8,45,499"
4740,Audi,A3,2018,Diesel,"39,254 km","₹20,97,099"
4741,Hyundai,Creta,2020,Diesel,"26,284 km","₹12,53,899"
4742,Renault,Kwid,2018,Petrol,"25,553 km","₹3,41,699"
4743,Maruti,S,2018,Diesel,"22,662 km","₹7,63,699"
4744,Maruti,Baleno,2017,Diesel,"73,016 km","₹5,20,499"
4745,Hyundai,Eon,2014,Petrol,"49,583 km","₹2,45,599"
4746,Maruti,Baleno,2018,Diesel,"68,152 km","₹5,03,899"
4747,Maruti,Baleno,2017,Diesel,"83,204 km","₹5,05,799"
4748,Maruti,Swift,2019,Petrol,"63,292 km","₹5,29,399"
4749,Hyundai,Creta,2018,Petrol,"27,656 km","₹12,46,599"
4750,Maruti,Swift,2015,Diesel,"1,83,063 km","₹3,83,899"
4751,Hyundai,Creta,2016,Diesel,"1,32,350 km","₹7,85,299"
4752,Skoda,KAROQ,2020,Petrol,"25,617 km","₹19,16,399"
4753,Hyundai,GRAND,2020,Petrol,"3,839 km","₹7,09,099"
4754,Hyundai,Eon,2017,Petrol,"51,139 km","₹3,14,399"
4755,Hyundai,Verna,2018,Diesel,"57,533 km","₹10,24,599"
4756,Maruti,Ciaz,2018,Petrol,"83,093 km","₹6,95,299"
4757,Hyundai,GRAND,2019,Petrol,"16,336 km","₹6,09,899"
4758,Maruti,S,2018,Diesel,"32,162 km","₹8,43,399"
4759,Maruti,Baleno,2020,Petrol,200 km,"₹6,97,199"
4760,Maruti,Baleno,2020,Petrol,213 km,"₹6,97,099"
4761,Maruti,Baleno,2020,Petrol,223 km,"₹6,96,899"
4762,Hyundai,Elite,2017,Diesel,"96,475 km","₹6,00,399"
4763,Maruti,Dzire,2019,Petrol,"15,123 km","₹6,71,899"
4764,Hyundai,Creta,2017,Diesel,"89,732 km","₹8,67,799"
4765,Hyundai,Creta,2018,Diesel,"2,41,497 km","₹7,75,999"
4766,Ford,Ecosport,2017,Diesel,"54,613 km","₹6,23,799"
4767,Maruti,Baleno,2018,Petrol,"77,498 km","₹4,99,799"
4768,Hyundai,Creta,2017,Diesel,"1,23,087 km","₹7,82,999"
4769,Hyundai,Elite,2017,Diesel,"76,218 km","₹7,33,799"
4770,Maruti,S,2020,Petrol,"11,529 km","₹3,98,599"
4771,Maruti,Baleno,2020,Petrol,179 km,"₹7,05,999"
4772,Maruti,Baleno,2020,Petrol,184 km,"₹7,06,999"
4773,Maruti,Baleno,2020,Petrol,188 km,"₹7,08,099"
4774,Maruti,XL6,2019,Petrol,"48,327 km","₹9,01,099"
4775,Maruti,Baleno,2020,Petrol,216 km,"₹7,05,499"
4776,Maruti,Baleno,2020,Petrol,208 km,"₹7,04,599"
4777,Hyundai,i10,2015,Petrol,"1,28,377 km","₹3,56,799"
4778,Jeep,Compass,2019,Diesel,"60,802 km","₹14,18,499"
4779,Maruti,Baleno,2020,Petrol,161 km,"₹7,11,599"
4780,Maruti,Baleno,2020,Petrol,225 km,"₹7,12,399"
4781,Maruti,Baleno,2020,Petrol,169 km,"₹7,12,399"
4782,Maruti,Baleno,2019,Petrol,"11,316 km","₹6,28,199"
4783,Maruti,Swift,2012,Diesel,"1,82,731 km","₹3,09,499"
4784,Maruti,Vitara,2016,Diesel,"74,203 km","₹7,39,199"
4785,Hyundai,Eon,2017,Petrol,"46,703 km","₹3,21,399"
4786,Maruti,Alto,2017,Petrol,"82,228 km","₹2,63,999"
4787,Maruti,Baleno,2020,Petrol,200 km,"₹7,24,899"
4788,Hyundai,Elite,2017,Diesel,"96,155 km","₹5,71,399"
4789,Maruti,Baleno,2020,Petrol,154 km,"₹7,20,199"
4790,Maruti,Baleno,2020,Petrol,188 km,"₹7,20,799"
4791,Maruti,Baleno,2020,Petrol,146 km,"₹7,19,299"
4792,Maruti,Baleno,2017,Diesel,"71,863 km","₹4,81,999"
4793,Maruti,Vitara,2017,Diesel,"79,803 km","₹6,09,799"
4794,Maruti,Baleno,2020,Petrol,"11,847 km","₹6,36,699"
4795,Maruti,Vitara,2017,Diesel,"79,483 km","₹6,07,399"
4796,Ford,Ecosport,2017,Diesel,"63,121 km","₹6,21,999"
4797,Maruti,S,2017,Diesel,"1,12,490 km","₹6,10,899"
4798,Maruti,Vitara,2017,Diesel,"58,743 km","₹6,71,099"
4799,Mahindra,TUV300,2018,Diesel,"1,18,642 km","₹6,92,099"
4800,Maruti,Baleno,2020,Petrol,"3,905 km","₹6,80,499"
4801,Maruti,Baleno,2020,Petrol,"4,560 km","₹6,39,099"
4802,Ford,Ecosport,2018,Diesel,"34,592 km","₹7,65,299"
4803,Maruti,Baleno,2020,Petrol,"6,109 km","₹6,62,599"
4804,Maruti,Swift,2019,Diesel,"26,746 km","₹6,33,499"
4805,Hyundai,Creta,2018,Diesel,"71,100 km","₹10,30,599"
